,predicted_demand_raw,predicted_demand_quantile,surge_multiplier_unlimited,surge_multiplier,simulated_revenue
2025-10-01 00:00:00,71.61394179591663,0,0.7943993759295169,1.0,10742.091269387494
2025-10-01 01:00:00,94.96922507214508,1,0.9882494204307516,1.0,14245.383760821762
2025-10-01 02:00:00,83.54168199553773,1,0.8934002290191096,1.0,12531.25229933066
2025-10-01 03:00:00,84.87753364064693,1,0.9044878659271594,1.0,12731.63004609704
2025-10-01 04:00:00,81.75312556527152,0,0.8785551192638807,1.0,12262.968834790727
2025-10-01 05:00:00,99.85961949456296,1,1.0288399440053124,1.0288399440053124,15410.934799376695
2025-10-01 06:00:00,96.73222992151409,1,1.0028824507590082,1.0028824507590082,14551.658371660787
2025-10-01 07:00:00,98.6933825222706,1,1.0191601175478888,1.0191601175478888,15087.653899889408
2025-10-01 08:00:00,50.182486618112314,0,0.616517202940756,1.0,7527.372992716847
2025-10-01 09:00:00,116.10785050231108,2,1.1637010915523505,1.1637010915523505,20267.224855100478
2025-10-01 10:00:00,76.8223012814951,0,0.8376290257743317,1.0,11523.345192224266
2025-10-01 11:00:00,112.55943284028639,2,1.1342490436556516,1.1342490436556516,19150.56435802761
2025-10-01 12:00:00,116.29750834207302,2,1.165275261312701,1.165275261312701,20327.791413498777
2025-10-01 13:00:00,68.79387517365576,0,0.7709926788770289,1.0,10319.081276048364
2025-10-01 14:00:00,94.75005633564622,1,0.9864303087196629,1.0,14212.508450346933
2025-10-01 15:00:00,110.12058872087482,2,1.1140065128548924,1.1140065128548924,18401.257955170433
2025-10-01 16:00:00,106.75366098736826,1,1.0860608406378913,1.0860608406378913,17391.145618967046
2025-10-01 17:00:00,47.8820343730865,0,0.5974233317683557,1.0,7182.305155962975
2025-10-01 18:00:00,147.03514375081627,2,1.4203992057057155,1.4203992057057155,31327.29020917277
2025-10-01 19:00:00,76.7869848612968,0,0.8373358976822382,1.0,11518.04772919452
2025-10-01 20:00:00,71.824382763222,0,0.7961460467103655,1.0,10773.657414483301
2025-10-01 21:00:00,85.87651341068418,1,0.9127794490600712,1.0,12881.477011602627
2025-10-01 22:00:00,99.25465257999491,1,1.0238186877043813,1.0238186877043813,15242.815222950701
2025-10-01 23:00:00,73.99292206977547,0,0.8141450337535212,1.0,11098.938310466321
2025-10-02 00:00:00,80.71553951393993,0,0.869943102023687,1.0,12107.33092709099
2025-10-02 01:00:00,106.17648915272237,1,1.0812702849204685,1.0812702849204685,17220.822401702873
2025-10-02 02:00:00,116.43974332493063,2,1.166455818937735,1.166455818937735,20373.27242354724
2025-10-02 03:00:00,65.46615225778783,0,0.7433724086495488,1.0,9819.922838668173
2025-10-02 04:00:00,100.33827104970436,1,1.0328127763690793,1.0328127763690793,15544.597244837756
2025-10-02 05:00:00,78.56972880186935,0,0.8521327634760278,1.0,11785.459320280403
2025-10-02 06:00:00,69.97606791903519,0,0.7808049390663152,1.0,10496.410187855277
2025-10-02 07:00:00,141.3230685803984,2,1.3729886899400205,1.3729886899400205,29105.24621827573
2025-10-02 08:00:00,111.04467993281354,2,1.1216765171292506,1.1216765171292506,18683.431474915604
2025-10-02 09:00:00,68.87728762797015,0,0.7716850065096919,1.0,10331.593144195522
2025-10-02 10:00:00,144.7111796465357,2,1.4011101849001921,1.4011101849001921,30413.44615075238
2025-10-02 11:00:00,106.02606333541758,1,1.0800217429510226,1.0800217429510226,17176.56805826298
2025-10-02 12:00:00,77.99546592739033,0,0.8473663522766197,1.0,11699.319889108549
2025-10-02 13:00:00,113.75795710917562,2,1.1441968563245075,1.1441968563245075,19524.224535932535
2025-10-02 14:00:00,83.82713140555872,1,0.895769473706959,1.0,12574.069710833808
2025-10-02 15:00:00,78.22500172005853,0,0.8492715110836057,1.0,11733.750258008778
2025-10-02 16:00:00,128.4625197182331,2,1.2662454772906369,1.2662454772906369,24399.762689185787
2025-10-02 17:00:00,104.68498905184751,1,1.0688907578769036,1.0688907578769036,16784.522592894697
2025-10-02 18:00:00,88.1722280085084,1,0.9318339975186342,1.0,13225.83420127626
2025-10-02 19:00:00,95.86836654169792,1,0.9957123405685318,1.0,14380.25498125469
2025-10-02 20:00:00,131.23049788223628,2,1.2892198374781922,1.2892198374781922,25377.744172787836
2025-10-02 21:00:00,76.46179043864622,0,0.8346367673588423,1.0,11469.268565796932
2025-10-02 22:00:00,111.85981148024975,2,1.1284421506210824,1.1284421506210824,18934.09893522628
2025-10-02 23:00:00,141.78849513000623,2,1.3768517540821439,1.3768517540821439,29283.260734262487
2025-10-03 00:00:00,92.22663464851094,1,0.9654857797854135,1.0,13833.995197276641
2025-10-03 01:00:00,128.51514236008228,2,1.266682247906672,1.266682247906672,24418.177412207246
2025-10-03 02:00:00,140.96694829122927,2,1.3700328733444027,1.3700328733444027,28969.402982103704
2025-10-03 03:00:00,119.85230031567913,2,1.1947802163212131,1.1947802163212131,21479.573594664314
2025-10-03 04:00:00,110.36363846622892,2,1.1160238381596495,1.1160238381596495,18475.26770915171
2025-10-03 05:00:00,56.773473459842215,0,0.6712227304852165,1.0,8516.021018976333
2025-10-03 06:00:00,87.10032009935136,1,0.9229371071048574,1.0,13065.048014902704
2025-10-03 07:00:00,88.32981469174517,1,0.9331419750411908,1.0,13249.472203761776
2025-10-03 08:00:00,79.1173360956356,0,0.856677931993587,1.0,11867.60041434534
2025-10-03 09:00:00,142.5250438660645,2,1.3829651462244499,1.3829651462244499,29566.0752196317
2025-10-03 10:00:00,98.08713955590203,1,1.0141282699518153,1.0141282699518153,14920.941171352379
2025-10-03 11:00:00,111.6892491401069,2,1.1270264744832306,1.1270264744832306,18881.51110440808
2025-10-03 12:00:00,105.4786238300793,1,1.0754779670859886,1.0754779670859886,17015.990389170212
2025-10-03 13:00:00,71.01518054941207,0,0.7894296269905835,1.0,10652.27708241181
2025-10-03 14:00:00,95.25489829144864,1,0.9906205227470816,1.0,14288.234743717296
2025-10-03 15:00:00,104.53695773078455,1,1.0676620903486087,1.0676620903486087,16741.52202143004
2025-10-03 16:00:00,64.82116695484116,0,0.7380189976803866,1.0,9723.175043226174
2025-10-03 17:00:00,110.49409785622282,2,1.1171066577622557,1.1171066577622557,18515.053853793106
2025-10-03 18:00:00,103.58919034980518,1,1.0597955726615094,1.0597955726615094,16467.50479624708
2025-10-03 19:00:00,117.17452457068175,2,1.172554540820184,1.172554540820184,20609.02812806987
2025-10-03 20:00:00,113.60762326801684,2,1.142949077761773,1.142949077761773,19477.15923613302
2025-10-03 21:00:00,110.32873852354214,2,1.115734166852181,1.115734166852181,18464.631473462465
2025-10-03 22:00:00,151.43186931903927,2,1.4568922525670756,1.4568922525670756,33092.98758039872
2025-10-03 23:00:00,104.06928783904651,1,1.0637804063521838,1.0637804063521838,16606.03039593049
2025-10-04 00:00:00,92.49596533456634,1,0.9677212382407827,1.0,13874.39480018495
2025-10-04 01:00:00,78.61075424238263,0,0.8524732767284309,1.0,11791.613136357393
2025-10-04 02:00:00,92.8409626814299,1,0.9705847338469517,1.0,13926.144402214484
2025-10-04 03:00:00,103.63450690120912,1,1.0601717023535537,1.0601717023535537,16480.555740603897
2025-10-04 04:00:00,90.7170364769042,1,0.9529560378300762,1.0,13607.55547153563
2025-10-04 05:00:00,116.05647299957414,2,1.1632746556545657,1.1632746556545657,20250.83304975945
2025-10-04 06:00:00,127.00304942937223,2,1.2541317993233108,1.2541317993233108,23891.784435060898
2025-10-04 07:00:00,110.46304621965467,2,1.1168489275921962,1.1168489275921962,18505.580206348277
2025-10-04 08:00:00,97.08151504145854,1,1.0057815351008268,1.0057815351008268,14646.419284246826
2025-10-04 09:00:00,97.90719007970644,1,1.0126346801051018,1.0126346801051018,14871.63241595294
2025-10-04 10:00:00,123.90363542865099,2,1.228406504756702,1.228406504756702,22830.604758533675
2025-10-04 11:00:00,119.06477089676379,2,1.1882436819064004,1.1882436819064004,21221.694263356894
2025-10-04 12:00:00,89.31644955065697,1,0.9413310947810138,1.0,13397.467432598545
2025-10-04 13:00:00,81.27408345502816,0,0.8745790452728126,1.0,12191.112518254224
2025-10-04 14:00:00,112.26437862720458,2,1.1318000786116522,1.1318000786116522,19059.124883333763
2025-10-04 15:00:00,92.99107279296958,1,0.9718306554424164,1.0,13948.660918945436
2025-10-04 16:00:00,140.7302875502034,2,1.368068577102008,1.368068577102008,28879.302636594482
